movie,title,genres,year,Rating,RottenTomato
2370,"Emerald Forest, The",Action|Adventure|Drama,1984,8,89
2371,Fletch,Comedy|Crime|Mystery,1985,10,94
2373,Red Sonja,Action|Adventure|Fantasy,1985,7,53
2376,"View to a Kill, A",Action|Adventure|Thriller,1984,7,67
2377,Lifeforce,Horror|Sci-Fi,1985,1,69
2379,Police Academy 2: Their First Assignment,Comedy|Crime,1984,8,91
2399,Santa Claus: The Movie,Adventure|Children|Fantasy,1985,4,81
2401,Pale Rider,Western,1984,10,50
2402,Rambo: First Blood Part II,Action|Adventure|Thriller,1985,3,61
2405,"Jewel of the Nile, The",Action|Adventure|Comedy|Romance,1984,7,51
2407,Cocoon,Comedy|Sci-Fi,1984,9,56
2411,Rocky IV,Action|Drama,1985,3,94
2413,Clue,Comedy|Crime|Mystery|Thriller,1984,5,51
2414,Young Sherlock Holmes,Action|Adventure|Children|Fantasy|Mystery|Thriller,1984,8,94
2615,My Science Project,Adventure|Sci-Fi,1985,8,60
2655,Howling II: Your Sister Is a Werewolf,Horror,1985,3,52
2739,"Color Purple, The",Drama,1985,7,79
2758,Plenty,Drama,1984,5,66
2787,Cat's Eye,Horror,1984,3,77
2794,European Vacation (aka National Lampoon's European Vacation),Adventure|Comedy|Romance,1984,8,62
2867,Fright Night,Comedy|Horror|Thriller,1985,9,70
3018,Re-Animator,Comedy|Horror|Sci-Fi,1984,4,85
3102,Jagged Edge,Crime|Romance|Thriller,1984,7,52
3169,The Falcon and the Snowman,Crime|Drama|Thriller,1985,2,95
3214,American Flyers,Drama,1985,6,94
3223,"Zed & Two Noughts, A",Drama,1984,4,81
3251,Agnes of God,Drama|Mystery,1984,6,74
3385,Volunteers,Comedy,1985,6,58
3399,Sesame Street Presents Follow That Bird,Children|Comedy,1985,4,51
3401,Baby... Secret of the Lost Legend,Adventure|Sci-Fi,1985,3,93
3402,Turtle Diary,Comedy|Drama|Romance,1985,6,53
3432,Death Wish 3,Action|Drama,1985,1,63
3479,Ladyhawke,Adventure|Fantasy|Romance,1985,9,96
3501,Murphy's Romance,Comedy|Romance,1985,4,79
3608,Pee-wee's Big Adventure,Adventure|Comedy,1984,7,53
3637,Vagabond (Sans toit ni loi),Drama,1984,3,89
3685,Prizzi's Honor,Comedy|Drama|Romance,1985,9,63
3690,Porky's Revenge,Comedy,1984,9,52
3693,"Toxic Avenger, The",Comedy|Horror,1985,5,51
3704,Mad Max Beyond Thunderdome,Action|Adventure|Sci-Fi,1984,8,70
3816,"Official Story, The (La historia oficial)",Drama,1985,3,74
3819,Tampopo,Comedy,1985,9,73
3961,Ghoulies,Horror,1985,5,69
4001,Code of Silence,Action,1985,5,63
4010,Brewster's Millions,Comedy,1985,4,70
4219,Girls Just Want to Have Fun,Comedy,1985,1,96
4276,Lost in America,Comedy,1984,8,75
4293,Summer Rental,Comedy,1985,10,99
4442,"Last Dragon, The",Action|Comedy|Drama,1984,5,76
4533,"Return of the Living Dead, The",Comedy|Horror|Sci-Fi,1985,1,86
4565,American Ninja,Action|Adventure,1984,2,60
4691,Def-Con 4,Action|Sci-Fi,1985,7,97
4949,Invasion U.S.A.,Action|Thriller,1985,3,61
4952,Morons From Outer Space,Comedy|Sci-Fi,1984,7,75
5278,Fraternity Vacation,Comedy|Romance,1985,3,100
5335,"Coca-Cola Kid, The",Comedy|Romance,1985,5,59
5367,My Beautiful Laundrette,Drama|Romance,1984,9,73
5433,Silver Bullet (Stephen King's Silver Bullet),Adventure|Drama|Horror|Mystery|Thriller,1984,9,93
5471,Perfect,Drama|Romance,1984,5,74
5538,"Care Bears Movie, The",Animation|Children|Fantasy,1985,5,56
5736,Faces of Death 3,Documentary|Horror,1985,5,69
6345,"Chorus Line, A",Comedy|Drama|Musical,1984,3,62
6582,Remo Williams: The Adventure Begins,Action|Comedy|Crime|Thriller,1984,9,69
6636,"Sure Thing, The",Comedy|Romance,1984,5,90
6664,Commando,Action|Adventure,1984,5,70
6718,Gotcha!,Comedy,1985,4,77
6731,Day of the Dead,Horror|Sci-Fi|Thriller,1985,10,66
6744,Once Bitten,Comedy|Horror,1985,9,64
6786,Kiss of the Spider Woman,Drama,1985,1,100
6803,Phenomena (a.k.a. Creepers),Horror|Mystery|Thriller,1985,2,98
6818,Come and See (Idi i smotri),Drama|War,1985,7,54
6896,Shoah,Documentary|War,1984,3,62
6906,That Was Then... This Is Now,Drama,1985,7,71
6964,Dance with a Stranger,Crime|Drama|Thriller,1984,2,72
7027,Silverado,Action|Western,1985,4,54
7036,Teen Wolf,Comedy|Fantasy,1984,3,58
7040,To Live and Die in L.A.,Action|Crime|Drama|Thriller,1985,5,75
7083,Sweet Dreams,Drama,1985,10,52
7307,Flesh & Blood,Action|Adventure|Drama|War,1984,10,60
7308,King Solomon's Mines,Adventure|Comedy,1984,4,76
7340,Just One of the Guys,Comedy,1985,10,60
7419,After Hours,Comedy|Thriller,1984,6,52
7481,Enemy Mine,Adventure|Drama|Sci-Fi,1985,10,50
7566,28 Up,Documentary,1985,2,88
7615,Desert Hearts,Drama,1985,10,75
7743,Explorers,Adventure|Children|Sci-Fi,1985,3,89
8392,Fool for Love,Drama,1984,7,67
8880,Mask,Drama,1984,6,65
8884,"Man with One Red Shoe, The",Comedy|Thriller,1984,3,91
9004,D.A.R.Y.L.,Adventure|Children|Sci-Fi,1985,10,99
26528,Anne of Green Gables,Children|Drama,1984,6,60
26547,Police Story (Ging chaat goo si),Action|Comedy|Crime|Thriller,1984,10,78
26554,"Quiet Earth, The",Drama|Mystery|Sci-Fi,1984,2,80
26555,Spies Like Us,Comedy,1984,3,98
26562,White Nights,Drama,1984,10,81
26581,Sherman's March,Documentary,1985,10,55
36152,Dreamchild,Drama|Fantasy|Romance,1984,8,94
58520,Mala Noche,Drama,1984,10,94
97817,Pumping Iron II: The Women,Documentary,1984,10,60
114122,Dim Sum: A Little Bit of Heart,Comedy,1985,2,100
1090,Platoon,Drama|War,1986,7,97
1101,Top Gun,Action|Romance,1985,5,85
1131,Jean de Florette,Drama|Mystery,1985,1,83
1132,Manon of the Spring (Manon des sources),Drama,1985,3,87
1200,Aliens,Action|Adventure|Horror|Sci-Fi,1985,4,72
1259,Stand by Me,Adventure|Drama,1985,4,55
1273,Down by Law,Comedy|Drama|Film-Noir,1986,5,75
1275,Highlander,Action|Adventure|Fantasy,1985,7,74
1296,"Room with a View, A",Drama|Romance,1985,4,68
1330,April Fool's Day,Horror,1985,5,72
1349,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice),Horror,1985,10,87
1376,Star Trek IV: The Voyage Home,Adventure|Comedy|Sci-Fi,1985,8,97
1967,Labyrinth,Adventure|Fantasy|Musical,1985,4,85
1979,Friday the 13th Part VI: Jason Lives,Horror,1986,7,69
1995,Poltergeist II: The Other Side,Horror|Thriller,1985,8,99
2046,Flight of the Navigator,Adventure|Children|Sci-Fi,1986,1,90
2048,"Great Mouse Detective, The",Action|Animation|Children|Crime,1986,9,66
2076,Blue Velvet,Drama|Mystery|Thriller,1985,4,53
2119,Maximum Overdrive,Horror,1986,3,74
2141,"American Tail, An",Adventure|Animation|Children|Comedy,1985,6,95
2145,Pretty in Pink,Comedy|Drama|Romance,1985,9,86
2147,"Clan of the Cave Bear, The",Adventure|Drama|Fantasy,1986,4,75
2148,House,Comedy|Fantasy|Horror,1986,3,65
2159,Henry: Portrait of a Serial Killer,Crime|Horror|Thriller,1986,4,80
2260,Wisdom,Crime|Drama,1986,2,84
2261,One Crazy Summer,Comedy,1985,6,78
2262,About Last Night...,Comedy|Drama|Romance,1986,6,90
2312,Children of a Lesser God,Drama,1985,4,89
2345,Desert Bloom,Drama,1985,10,50
2348,Sid and Nancy,Drama,1986,10,69
2349,Mona Lisa,Comedy|Thriller,1986,10,67
2368,King Kong Lives,Adventure|Sci-Fi,1985,7,50
2374,Gung Ho,Comedy|Drama,1986,1,61
2375,"Money Pit, The",Comedy,1986,10,96
2380,Police Academy 3: Back in Training,Comedy|Crime,1985,5,84
2415,Violets Are Blue...,Drama|Romance,1986,2,96
2416,Back to School,Comedy,1986,6,92
2417,Heartburn,Comedy|Drama,1985,3,95
2418,Nothing in Common,Comedy,1986,6,94
2419,Extremities,Drama|Thriller,1986,9,72
2421,"Karate Kid, Part II, The",Action|Adventure|Drama,1985,9,74
2450,Howard the Duck,Adventure|Comedy|Sci-Fi,1985,7,80
2453,"Boy Who Could Fly, The",Drama|Fantasy,1985,5,87
2455,"Fly, The",Drama|Horror|Sci-Fi|Thriller,1985,1,50
2457,Running Scared,Action|Comedy,1986,1,74
2458,Armed and Dangerous,Comedy|Crime,1985,3,90
2460,"Texas Chainsaw Massacre 2, The",Horror,1985,6,98
2463,Ruthless People,Comedy,1986,9,57
2464,Trick or Treat,Horror,1986,9,71
2465,Deadly Friend,Horror,1985,3,82
2467,"Name of the Rose, The (Name der Rose, Der)",Crime|Drama|Mystery|Thriller,1985,7,88
2468,Jumpin' Jack Flash,Action|Comedy|Romance|Thriller,1986,1,100
2469,Peggy Sue Got Married,Comedy|Drama,1985,9,75
2470,Crocodile Dundee,Adventure|Comedy,1986,6,83
2472,Tough Guys,Comedy,1985,5,75
2473,Soul Man,Comedy,1985,2,52
2474,"Color of Money, The",Drama,1986,5,84
2475,52 Pick-Up,Action|Mystery|Thriller,1986,8,81
2476,Heartbreak Ridge,Action|War,1986,2,78
2478,¡Three Amigos!,Comedy|Western,1986,1,74
2734,"Mosquito Coast, The",Adventure|Drama|Thriller,1986,6,52
2735,"Golden Child, The",Action|Adventure|Comedy|Fantasy|Mystery,1985,1,74
2736,Brighton Beach Memoirs,Comedy,1986,10,66
2738,Crimes of the Heart,Comedy|Drama,1986,5,55
2741,No Mercy,Action|Crime|Thriller,1986,3,61
2745,"Mission, The",Drama,1986,1,51
2746,Little Shop of Horrors,Comedy|Horror|Musical,1985,8,96
2749,"Morning After, The",Drama|Mystery,1986,4,88
2786,Haunted Honeymoon,Comedy,1985,7,93
2815,Iron Eagle,Action|War,1986,8,82
2846,"Adventures of Milo and Otis, The (Koneko monogatari)",Adventure|Children|Comedy|Drama,1985,4,66
2903,Psycho III,Horror|Thriller,1986,7,66
2918,Ferris Bueller's Day Off,Comedy,1985,7,70
2938,Man Facing Southeast,Drama|Sci-Fi,1985,3,58
2992,Rawhead Rex,Horror|Thriller,1985,5,79
3112,'night Mother,Drama,1986,9,90
3360,Hoosiers (a.k.a. Best Shot),Drama|Romance,1985,4,90
3390,Shanghai Surprise,Adventure|Crime|Drama|Romance,1985,7,98
3422,She's Gotta Have It,Comedy|Romance,1986,3,78
3442,Band of the Hand,Action|Crime|Drama,1985,6,61
3459,Gothic,Drama|Horror,1986,4,72
3465,That's Life!,Drama,1985,7,83
3480,Lucas,Drama|Romance,1986,9,62
3491,My Chauffeur,Comedy,1985,9,97
3692,Class of Nuke 'Em High,Comedy|Horror,1986,5,100
3696,Night of the Creeps,Comedy|Horror|Sci-Fi|Thriller,1985,4,57
3707,9 1/2 Weeks (Nine 1/2 Weeks),Drama|Romance,1985,4,52
3740,Big Trouble in Little China,Action|Adventure|Comedy|Fantasy,1986,3,96
3763,F/X,Action|Crime|Thriller,1986,10,62
3941,Sorority House Massacre,Horror,1986,6,56
4006,Transformers: The Movie,Adventure|Animation|Children|Sci-Fi,1986,3,66
4043,At Close Range,Crime|Drama,1985,8,64
4180,Reform School Girls,Action|Drama,1986,1,92
4210,Manhunter,Action|Crime|Drama|Horror|Thriller,1986,7,89
4218,River's Edge,Crime|Drama,1985,8,88
4355,Youngblood,Action|Drama,1985,6,76
4407,Salvador,Drama|Thriller|War,1985,2,68
4410,Something Wild,Comedy|Crime|Drama,1985,6,100
4492,Critters,Comedy|Sci-Fi,1985,3,70
4545,Short Circuit,Comedy|Sci-Fi,1985,3,93
4753,Vamp,Comedy|Horror,1985,10,82
4812,SpaceCamp,Adventure|Sci-Fi,1985,8,98
4981,Clockwise,Comedy,1986,9,54
5342,Nomads,Horror|Mystery|Thriller,1986,5,56
5539,Care Bears Movie II: A New Generation,Animation|Children,1986,5,55
5548,Down and Out in Beverly Hills,Comedy,1985,7,60
6201,Lady Jane,Drama|Romance,1985,10,51
6308,Legal Eagles,Comedy|Crime|Romance,1986,10,72
6315,Wildcats,Comedy,1985,1,88
6350,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta),Action|Adventure|Animation|Children|Fantasy|Sci-Fi,1986,9,71
6473,Half Moon Street,Drama|Thriller,1986,1,76
6644,"Green Ray, The (Rayon vert, Le)",Drama|Romance,1985,10,98
6800,Cobra,Action|Crime,1985,2,99
6993,Hannah and Her Sisters,Comedy|Drama|Romance,1986,3,61
7011,"Bullfighter, The (Matador)",Comedy|Crime|Drama,1985,8,100
7042,Betty Blue (37°2 le matin),Drama|Romance,1986,6,56
7815,True Stories,Comedy|Musical,1986,3,96
7984,From Beyond,Horror|Sci-Fi,1985,9,54
8743,Biggles,Adventure|Fantasy|Sci-Fi,1985,2,63
8933,"Decline of the American Empire, The (Déclin de l'empire américain, Le)",Comedy|Drama,1986,4,99
26564,'Round Midnight,Drama|Musical,1986,8,60
26574,Ginger and Fred (Ginger e Fred),Comedy|Drama,1986,8,68
26578,"Sacrifice, The (Offret - Sacraficatio)",Drama,1985,8,91
26585,"Better Tomorrow, A (Ying hung boon sik)",Crime|Drama|Thriller,1985,5,62
31000,Sweet Liberty,Comedy,1985,3,89
42191,Luxo Jr.,Animation|Children,1986,7,66
43838,Troll,Comedy|Fantasy|Horror,1985,2,94
75823,Combat Shock,Drama|Horror|War,1986,6,100
80717,Voyeur (Abel),Comedy,1985,1,98
1088,Dirty Dancing,Drama|Musical|Romance,1986,6,79
1197,"Princess Bride, The",Action|Adventure|Comedy|Fantasy|Romance,1986,3,84
1202,Withnail & I,Comedy,1987,4,66
1211,"Wings of Desire (Himmel über Berlin, Der)",Drama|Fantasy|Romance,1986,1,58
1222,Full Metal Jacket,Drama|War,1986,6,84
1255,Bad Taste,Comedy|Horror|Sci-Fi,1987,2,69
1261,Evil Dead II (Dead by Dawn),Action|Comedy|Fantasy|Horror,1986,10,82
1290,Some Kind of Wonderful,Drama|Romance,1986,9,89
1332,"Believers, The",Horror|Thriller,1986,1,72
1394,Raising Arizona,Comedy,1986,7,73
1395,Tin Men,Comedy|Drama,1986,2,69
1960,"Last Emperor, The",Drama,1987,8,83
1970,"Nightmare on Elm Street 3: Dream Warriors, A",Horror|Thriller,1986,10,50
1988,Prom Night II,Horror|Thriller,1987,6,62
2000,Lethal Weapon,Action|Comedy|Crime|Drama,1987,3,62
2133,Adventures in Babysitting,Adventure|Comedy,1987,4,51
2149,House II: The Second Story,Comedy|Fantasy|Horror,1986,7,57
2164,Surf Nazis Must Die,Action|Comedy|Drama|Horror,1987,1,76
2194,"Untouchables, The",Action|Crime|Drama,1986,5,63
2243,Broadcast News,Comedy|Drama|Romance,1987,4,88
2244,"Allnighter, The",Comedy|Romance,1986,4,79
2381,Police Academy 4: Citizens on Patrol,Comedy|Crime,1986,1,67
2449,"Garbage Pail Kids Movie, The",Adventure|Children|Comedy,1987,7,98
2451,"Gate, The",Horror,1986,4,60
2643,Superman IV: The Quest for Peace,Action|Adventure|Sci-Fi,1986,8,58
2748,Allan Quatermain and the Lost City of Gold,Action|Adventure|Comedy,1986,6,79
2750,Radio Days,Comedy|Drama,1986,6,51
2751,From the Hip,Comedy|Drama,1987,8,99
2752,Outrageous Fortune,Comedy|Mystery,1986,10,63
2753,"Bedroom Window, The",Thriller,1986,5,73
2754,Deadtime Stories,Horror,1986,1,86
2755,Light of Day,Drama,1986,10,51
2880,Armour of God (Long xiong hu di),Action|Adventure|Comedy,1986,6,56
2956,Someone to Watch Over Me,Action|Crime|Thriller,1986,4,65
2972,Red Sorghum (Hong gao liang),Drama|War,1987,2,87
2985,RoboCop,Action|Crime|Drama|Sci-Fi|Thriller,1986,3,55
3017,Creepshow 2,Horror,1986,3,83
3033,Spaceballs,Comedy|Sci-Fi,1986,6,62
3042,Meatballs III,Comedy,1987,3,98
3072,Moonstruck,Comedy|Romance,1986,2,56
3090,Matewan,Drama,1987,5,97
3094,Maurice,Drama|Romance,1986,5,56
3101,Fatal Attraction,Drama|Thriller,1987,1,76
3329,The Year My Voice Broke,Drama|Romance,1987,10,74
3388,Harry and the Hendersons,Children|Comedy,1987,10,91
3391,Who's That Girl?,Comedy,1986,3,98
3393,Date with an Angel,Comedy|Fantasy|Romance,1987,7,95
3394,Blind Date,Comedy|Romance,1987,10,83
3395,Nadine,Comedy,1986,2,66
3448,"Good Morning, Vietnam",Comedy|Drama|War,1986,3,96
3478,"Bamba, La",Drama,1987,4,74
3505,No Way Out,Drama|Mystery|Thriller,1987,10,71
3527,Predator,Action|Sci-Fi|Thriller,1986,2,74
3547,Prick Up Your Ears,Comedy|Drama,1987,6,53
3576,"Hidden, The",Action|Horror|Sci-Fi,1986,6,90
3673,Benji the Hunted,Adventure|Children,1987,8,81
3698,"Running Man, The",Action|Sci-Fi,1986,3,80
3706,Angel Heart,Film-Noir|Horror|Mystery|Thriller,1987,2,63
3715,Burglar,Comedy|Crime,1986,4,79
3716,Fatal Beauty,Action|Comedy|Crime|Drama,1987,10,97
3727,Near Dark,Horror|Western,1987,6,58
3777,Nekromantik,Comedy|Horror,1986,5,52
3917,Hellraiser,Horror,1986,6,54
3939,Slumber Party Massacre II,Horror,1987,7,75
3962,Ghoulies II,Comedy|Horror,1986,9,78
4002,"Planes, Trains & Automobiles",Comedy,1987,6,71
4005,"Living Daylights, The",Action|Adventure|Thriller,1987,1,61
4007,Wall Street,Drama,1986,1,58
4037,House of Games,Crime|Film-Noir|Mystery|Thriller,1986,1,61
4079,Amazon Women on the Moon,Comedy|Sci-Fi,1987,2,76
4080,Baby Boom,Comedy,1986,3,55
4081,Back to the Beach,Comedy,1987,5,94
4082,Barfly,Comedy|Drama|Romance,1986,7,87
4084,Beverly Hills Cop II,Action|Comedy|Crime|Thriller,1986,2,94
4086,"Big Easy, The",Action|Crime|Mystery|Romance|Thriller,1986,5,73
4088,"Big Town, The",Drama|Romance|Thriller,1987,5,62
4089,Born in East L.A.,Comedy,1986,7,80
4090,"Brave Little Toaster, The",Animation|Children,1986,4,53
4091,Can't Buy Me Love,Comedy|Romance,1986,8,95
4092,Cherry 2000,Romance|Sci-Fi,1986,7,93
4095,Cry Freedom,Drama,1986,2,87
4098,"Dead, The",Drama,1986,5,51
4101,Dogs in Space,Drama,1987,7,55
4102,Eddie Murphy Raw,Comedy|Documentary,1986,6,87
4103,Empire of the Sun,Action|Adventure|Drama|War,1986,8,79
4104,Ernest Goes to Camp,Comedy,1987,10,96
4106,Extreme Prejudice,Action|Crime|Drama|Thriller|Western,1986,4,78
4108,Five Corners,Drama,1987,4,67
4109,Flowers in the Attic,Drama|Thriller,1986,10,97
4111,Gardens of Stone,Drama|War,1986,4,95
4114,"Good Morning, Babylon",Drama,1987,2,64
4115,Hiding Out,Comedy,1987,6,85
4116,Hollywood Shuffle,Comedy,1987,5,59
4117,Hope and Glory,Drama,1986,3,71
4121,Innerspace,Action|Adventure|Comedy|Sci-Fi,1987,8,50
4122,Ironweed,Drama,1986,3,61
4123,Ishtar,Comedy,1987,6,54
4124,Jaws: The Revenge,Horror|Thriller,1987,9,64
4126,Less Than Zero,Drama,1986,4,58
4128,"Lost Boys, The",Comedy|Horror|Thriller,1986,6,66
4130,Maid to Order,Comedy|Fantasy,1987,2,62
4131,Making Mr. Right,Comedy|Romance|Sci-Fi,1986,3,53
4132,Mannequin,Comedy|Romance,1986,10,85
4133,Masters of the Universe,Action|Adventure|Fantasy|Sci-Fi,1987,5,73
4135,"Monster Squad, The",Adventure|Comedy|Horror,1987,2,93
4136,"Month in the Country, A",Drama,1987,3,77
4139,No Man's Land,Crime|Drama,1987,9,75
4140,North Shore,Drama|Romance,1987,10,91
4215,Revenge of the Nerds II: Nerds in Paradise,Comedy,1986,10,58
4297,Pelle the Conqueror (Pelle erobreren),Drama,1987,6,83
4332,Suspect,Crime|Drama|Thriller,1986,10,59
4333,Throw Momma from the Train,Comedy|Crime,1986,3,100
4529,Bagdad Cafe (Out of Rosenheim),Comedy|Drama,1987,9,78
4566,American Ninja 2: The Confrontation,Action|Adventure,1986,2,96
4670,"Stepfather, The",Horror|Thriller,1986,5,77
4988,White Water Summer,Adventure,1986,3,90
5308,Three Men and a Baby,Comedy,1987,5,71
5404,84 Charing Cross Road,Drama|Romance,1986,4,93
5521,"Principal, The",Action|Crime|Drama,1987,9,92
5553,Stakeout,Comedy|Crime|Romance|Thriller,1986,4,81
6415,Intervista,Comedy|Drama,1986,5,72
6525,Nuts,Drama,1987,2,61
6791,Babette's Feast (Babettes gæstebud),Drama,1987,7,72
6816,Three O'Clock High,Comedy,1987,2,59
7016,Over the Top,Action|Drama,1986,2,53
7026,Summer School,Comedy,1987,2,89
7046,"Witches of Eastwick, The",Comedy|Fantasy|Horror|Thriller,1987,9,88
7102,Dragnet,Comedy|Crime|Drama,1987,9,99
7198,The Pick-up Artist,Comedy|Crime|Drama|Romance,1987,8,61
7305,Black Widow,Crime|Drama|Mystery|Thriller,1987,1,64
7411,Munchies,Comedy|Horror,1986,2,55
7478,Swimming to Cambodia,Drama,1987,8,91
7878,Straight to Hell,Comedy|Crime|Western,1986,3,66
7987,Dolls,Horror,1987,8,100
8123,Sammy and Rosie Get Laid,Comedy|Drama,1986,8,67
8128,Au revoir les enfants,Drama,1986,9,87
8169,*batteries not included,Children|Comedy|Fantasy|Sci-Fi,1987,2,85
8574,"Claymation Christmas Celebration, A",Animation|Children|Comedy|Musical,1987,3,78
8614,Overboard,Comedy|Romance,1987,3,71
8623,Roxanne,Comedy|Romance,1987,9,83
26599,"Law of Desire (Ley del deseo, La)",Comedy|Drama|Romance,1987,6,74
26603,Prince of Darkness,Fantasy|Horror|Sci-Fi|Thriller,1986,9,61
26606,"Chinese Ghost Story, A (Sinnui yauwan)",Action|Fantasy|Horror|Romance,1986,3,56
32515,Walker,Adventure|Drama|War|Western,1986,3,98
45987,Chuck Berry Hail! Hail! Rock 'n' Roll,Documentary|Musical,1986,6,61
51207,Street Trash,Comedy|Horror,1987,5,76
74282,Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea),Children|Drama|Romance,1987,2,66
77291,Aria,Comedy|Drama,1986,7,87
80599,Buster Keaton: A Hard Act to Follow,Documentary,1986,1,100
95147,Dragon Ball: Sleeping Princess in Devil's Castle (Doragon bôru: Majinjô no nemuri hime),Action|Adventure|Animation|Children,1987,4,94
103813,Miami Connection,Action|Crime,1987,3,63
159462,The Video Dead,Horror,1986,6,70
709,Oliver & Company,Adventure|Animation|Children|Comedy|Musical,1987,10,91
1036,Die Hard,Action|Crime|Thriller,1988,6,65
1079,"Fish Called Wanda, A",Comedy|Crime,1988,4,88
1189,"Thin Blue Line, The",Documentary,1988,1,82
1216,"Big Blue, The (Grand bleu, Le)",Adventure|Drama|Romance,1987,4,85
1274,Akira,Action|Adventure|Animation|Sci-Fi,1987,9,80
1295,"Unbearable Lightness of Being, The",Drama,1987,6,63
1378,Young Guns,Action|Comedy|Western,1987,8,55
1961,Rain Man,Drama,1987,10,68
1971,"Nightmare on Elm Street 4: The Dream Master, A",Horror|Thriller,1988,10,58
1980,Friday the 13th Part VII: The New Blood,Horror,1987,3,74
1985,Halloween 4: The Return of Michael Myers,Horror,1988,10,76
1991,Child's Play,Horror|Thriller,1987,8,90
1996,Poltergeist III,Horror|Thriller,1987,6,82
2020,Dangerous Liaisons,Drama|Romance,1987,7,80
2022,"Last Temptation of Christ, The",Drama,1988,4,90
2173,"Navigator: A Mediaeval Odyssey, The",Adventure|Fantasy|Sci-Fi,1988,5,56
2174,Beetlejuice,Comedy|Fantasy,1988,3,79
2193,Willow,Action|Adventure|Fantasy,1987,5,54
2245,Working Girl,Comedy|Drama|Romance,1987,10,50
2246,Stars and Bars,Action|Comedy|Romance,1988,8,60
2247,Married to the Mob,Comedy,1988,10,83
2263,"Seventh Sign, The",Drama|Fantasy|Thriller,1988,9,98
2382,Police Academy 5: Assignment: Miami Beach,Comedy|Crime,1988,8,75
2404,Rambo III,Action|Adventure|Thriller|War,1987,6,68
2408,Cocoon: The Return,Comedy|Sci-Fi,1988,10,82
2471,Crocodile Dundee II,Action|Adventure|Comedy,1987,8,78
2551,Dead Ringers,Drama|Horror|Thriller,1987,10,66
2733,Vibes,Adventure|Comedy|Romance,1988,7,81
2796,Funny Farm,Comedy,1988,7,62
2797,Big,Comedy|Drama|Fantasy|Romance,1988,3,57
2802,Tequila Sunrise,Action|Drama|Romance|Thriller,1987,5,54
2816,Iron Eagle II,Action|War,1987,1,75
2868,Fright Night Part II,Horror,1987,10,86
2900,Monkey Shines,Horror|Sci-Fi,1988,5,62
2926,Hairspray,Comedy|Drama,1988,9,85
2987,Who Framed Roger Rabbit?,Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,1988,8,69
3067,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios),Comedy|Drama,1987,1,53
3071,Stand and Deliver,Comedy|Drama,1987,5,81
3087,Scrooged,Comedy|Fantasy|Romance,1988,7,56
3104,Midnight Run,Action|Comedy|Crime|Thriller,1988,5,50
3138,Stealing Home,Drama,1987,4,90
3142,U2: Rattle and Hum,Documentary|Musical,1988,6,65
3197,"Presidio, The",Action|Crime|Romance|Thriller,1987,10,58
3211,"Cry in the Dark, A",Drama,1988,10,68
3343,And God Created Woman,Comedy|Drama|Romance,1987,6,60
3361,Bull Durham,Comedy|Drama|Romance,1988,7,57
3370,Betrayed,Drama|Thriller,1987,3,73
3412,"Bear, The (Ours, L')",Adventure|Children|Drama,1988,8,59
3423,School Daze,Drama,1987,5,98
3444,Bloodsport,Action,1987,8,73
3449,"Good Mother, The",Drama,1987,4,96
3496,Madame Sousatzka,Drama,1987,1,88
3577,Two Moon Junction,Drama|Romance,1988,10,59
3613,Things Change,Comedy,1988,9,83
3680,"Decline of Western Civilization Part II: The Metal Years, The",Documentary,1987,5,79
3687,Light Years (Gandahar),Adventure|Animation|Fantasy|Sci-Fi,1987,8,91
3701,Alien Nation,Crime|Drama|Sci-Fi|Thriller,1988,5,62
3710,Action Jackson,Action|Comedy|Crime|Thriller,1988,8,59
3714,Clara's Heart,Drama,1987,2,53
3768,Braddock: Missing in Action III,Action|War,1987,9,71
3837,Phantasm II,Action|Fantasy|Horror|Sci-Fi|Thriller,1987,9,54
3840,Pumpkinhead,Horror,1987,5,55
3868,"Naked Gun: From the Files of Police Squad!, The",Action|Comedy|Crime|Romance,1987,10,66
3918,Hellbound: Hellraiser II,Horror,1987,10,100
4003,She's Having a Baby,Comedy,1988,5,97
4009,Talk Radio,Drama,1987,8,50
4012,Punchline,Comedy|Drama,1987,10,66
4062,Mystic Pizza,Comedy|Drama|Romance,1988,4,95
4066,I'm Gonna Git You Sucka,Action|Comedy,1988,3,66
4181,Tapeheads,Comedy,1988,4,92
4322,Eight Men Out,Drama,1987,6,60
4326,Mississippi Burning,Crime|Drama|Thriller,1987,6,64
4462,18 Again!,Comedy|Fantasy,1988,9,53
4464,"Accidental Tourist, The",Comedy|Drama|Romance,1988,2,55
4465,"Accused, The",Drama,1987,5,96
4466,Above the Law,Action|Crime|Drama,1988,2,83
4467,"Adventures of Baron Munchausen, The",Adventure|Comedy|Fantasy,1987,8,68
4469,Appointment with Death,Crime|Mystery,1987,2,97
4470,Ariel,Drama,1988,7,89
4471,Arthur 2: On the Rocks,Comedy|Romance,1987,5,94
4473,Bat*21,Drama|War,1987,5,88
4474,Beaches,Comedy|Drama|Musical,1988,9,83
4475,"Beast of War, The (Beast, The)",Drama|War,1988,8,55
4477,Big Top Pee-Wee,Adventure|Children|Comedy,1988,5,59
